transaction_id,customer_id,product_name,category,price,quantity,transaction_date,total_amount
TX100310,CUST1167,Coffee Maker,Appliances,49.99,1,2026-05-04 16:10:18,49.99
TX100311,CUST1021,Running Shoes,Apparel,67.99,3,2026-03-27 22:45:18,203.97
TX100312,CUST1104,Running Shoes,Apparel,79.99,1,2026-05-20 03:49:18,79.99
TX100313,CUST1024,Running Shoes,Apparel,67.99,1,2026-03-23 13:13:18,67.99
TX100314,CUST1171,Laptop,Electronics,899.99,2,2026-05-10 15:49:18,1799.98
TX100315,CUST1127,Running Shoes,Apparel,67.99,1,2026-03-16 22:42:18,67.99
TX100316,CUST1004,Pen Set,Stationery,4.99,1,2026-05-18 13:52:18,4.99
TX100317,CUST1011,Notebook,Stationery,2.54,3,2026-03-18 01:03:18,7.62
TX100318,CUST1092,Pen Set,Stationery,4.99,2,2026-03-04 07:19:18,9.98
TX100319,CUST1001,Pen Set,Stationery,4.49,1,2026-03-18 20:05:18,4.49
TX100320,CUST1085,Smartphone,Electronics,594.99,2,2026-03-19 15:33:18,1189.98
TX100321,CUST1110,Laptop,Electronics,999.99,2,2026-04-08 02:54:18,1999.98
TX100322,CUST1105,Running Shoes,Apparel,67.99,2,2026-03-11 10:20:18,135.98
TX100323,CUST1107,Backpack,Accessories,39.99,2,2026-03-08 01:56:18,79.98
TX100324,CUST1132,Toaster,Appliances,26.99,2,2026-05-05 00:29:18,53.98
TX100325,CUST1126,Toaster,Appliances,26.99,3,2026-05-15 12:13:18,80.97
TX100326,CUST1080,Coffee Maker,Appliances,42.49,1,2026-03-07 03:27:18,42.49
TX100327,CUST1038,Headphones,Electronics,80.99,3,2026-02-21 12:15:18,242.97
TX100328,CUST1141,Backpack,Accessories,39.99,3,2026-04-14 20:44:18,119.97
TX100329,CUST1134,Pen Set,Stationery,4.99,3,2026-03-19 05:34:18,14.97
TX100330,CUST1067,Coffee Maker,Appliances,49.99,3,2026-04-06 01:52:18,149.97
TX100331,CUST1077,Smartphone,Electronics,699.99,2,2026-05-21 10:53:18,1399.98
TX100332,CUST1097,Notebook,Stationery,2.99,2,2026-03-31 11:13:18,5.98
TX100333,CUST1168,Backpack,Accessories,35.99,1,2026-05-19 01:44:18,35.99
TX100334,CUST1184,Desk Chair,Furniture,134.99,2,2026-04-11 18:16:18,269.98
TX100335,CUST1038,Laptop,Electronics,999.99,1,2026-04-21 17:52:18,999.99
TX100336,CUST1070,Headphones,Electronics,89.99,2,2026-05-01 20:32:18,179.98
TX100337,CUST1186,Running Shoes,Apparel,71.99,1,2026-05-01 21:01:18,71.99
TX100338,CUST1048,Headphones,Electronics,76.49,3,2026-03-28 21:41:18,229.47
TX100339,CUST1114,Pen Set,Stationery,4.24,2,2026-02-22 22:02:18,8.48
TX100340,CUST1200,Backpack,Accessories,39.99,1,2026-03-17 11:58:18,39.99
TX100341,CUST1150,Pen Set,Stationery,4.24,3,2026-04-17 02:33:18,12.72
TX100342,CUST1057,Coffee Maker,Appliances,49.99,1,2026-03-07 20:32:18,49.99
TX100343,CUST1012,Headphones,Electronics,76.49,2,2026-03-22 05:33:18,152.98
TX100344,CUST1082,Headphones,Electronics,89.99,2,2026-02-22 19:22:18,179.98
TX100345,CUST1187,Headphones,Electronics,76.49,1,2026-05-17 17:30:18,76.49
TX100346,CUST1129,Laptop,Electronics,999.99,3,2026-04-22 11:03:18,2999.97
TX100347,CUST1141,Pen Set,Stationery,4.24,2,2026-03-31 22:54:18,8.48
TX100348,CUST1102,Desk Chair,Furniture,134.99,2,2026-05-07 22:37:18,269.98
TX100349,CUST1029,Running Shoes,Apparel,79.99,3,2026-03-25 01:31:18,239.97
TX100350,CUST1101,Smartphone,Electronics,699.99,1,2026-03-12 05:23:18,699.99
TX100351,CUST1001,Pen Set,Stationery,4.99,1,2026-02-21 16:19:18,4.99
TX100352,CUST1015,Headphones,Electronics,89.99,3,2026-03-14 23:18:18,269.97
TX100353,CUST1020,Backpack,Accessories,35.99,2,2026-05-09 21:53:18,71.98
TX100354,CUST1044,Laptop,Electronics,999.99,3,2026-05-18 13:46:18,2999.97
TX100355,CUST1110,Smartphone,Electronics,629.99,1,2026-03-15 14:59:18,629.99
TX100356,CUST1105,Coffee Maker,Appliances,49.99,1,2026-03-03 02:16:18,49.99
TX100357,CUST1051,Running Shoes,Apparel,71.99,3,2026-04-05 19:26:18,215.97
TX100358,CUST1096,Desk Chair,Furniture,134.99,2,2026-03-26 01:52:18,269.98
TX100359,CUST1127,Notebook,Stationery,2.54,2,2026-04-20 05:52:18,5.08
TX100360,CUST1073,Headphones,Electronics,89.99,3,2026-03-04 11:52:18,269.97
TX100361,CUST1011,Headphones,Electronics,80.99,1,2026-04-21 14:51:18,80.99
TX100362,CUST1028,Desk Chair,Furniture,149.99,3,2026-03-01 22:59:18,449.97
TX100363,CUST1040,Notebook,Stationery,2.99,3,2026-04-17 18:03:18,8.97
TX100364,CUST1091,Pen Set,Stationery,4.99,1,2026-03-24 10:17:18,4.99
TX100365,CUST1092,Notebook,Stationery,2.54,2,2026-03-21 12:50:18,5.08
TX100366,CUST1166,Coffee Maker,Appliances,49.99,2,2026-04-08 03:50:18,99.98
TX100367,CUST1017,Toaster,Appliances,25.49,3,2026-05-05 22:09:18,76.47
TX100368,CUST1093,Smartphone,Electronics,594.99,3,2026-03-21 09:27:18,1784.97
TX100369,CUST1073,Backpack,Accessories,33.99,3,2026-03-16 13:05:18,101.97
TX100370,CUST1065,Coffee Maker,Appliances,49.99,3,2026-04-07 13:39:18,149.97
TX100371,CUST1130,Backpack,Accessories,35.99,1,2026-03-20 15:39:18,35.99
TX100372,CUST1021,Running Shoes,Apparel,71.99,2,2026-02-23 03:28:18,143.98
TX100373,CUST1101,Notebook,Stationery,2.99,1,2026-03-13 11:30:18,2.99
TX100374,CUST1040,Coffee Maker,Appliances,44.99,3,2026-05-20 02:16:18,134.97
TX100375,CUST1045,Coffee Maker,Appliances,42.49,3,2026-04-05 10:23:18,127.47
TX100376,CUST1096,Running Shoes,Apparel,71.99,3,2026-02-28 11:10:18,215.97
TX100377,CUST1160,Toaster,Appliances,25.49,1,2026-05-06 16:11:18,25.49
TX100378,CUST1189,Toaster,Appliances,26.99,1,2026-04-16 04:02:18,26.99
TX100379,CUST1139,Notebook,Stationery,2.54,1,2026-03-21 02:48:18,2.54
TX100380,CUST1162,Running Shoes,Apparel,67.99,1,2026-03-08 17:21:18,67.99
TX100381,CUST1031,Desk Chair,Furniture,149.99,3,2026-03-03 20:24:18,449.97
TX100382,CUST1169,Pen Set,Stationery,4.24,2,2026-04-30 02:26:18,8.48
TX100383,CUST1027,Laptop,Electronics,849.99,3,2026-04-11 12:58:18,2549.97
TX100384,CUST1197,Smartphone,Electronics,699.99,2,2026-03-18 15:42:18,1399.98
TX100385,CUST1136,Laptop,Electronics,999.99,2,2026-03-31 00:31:18,1999.98
TX100386,CUST1174,Laptop,Electronics,899.99,2,2026-04-05 08:59:18,1799.98
TX100387,CUST1183,Headphones,Electronics,89.99,3,2026-04-08 18:19:18,269.97
TX100388,CUST1154,Headphones,Electronics,89.99,1,2026-03-14 06:40:18,89.99
TX100389,CUST1068,Backpack,Accessories,35.99,2,2026-02-22 22:21:18,71.98
TX100390,CUST1189,Headphones,Electronics,76.49,1,2026-03-08 20:25:18,76.49
TX100391,CUST1145,Smartphone,Electronics,594.99,1,2026-04-09 00:01:18,594.99
TX100392,CUST1020,Toaster,Appliances,29.99,1,2026-03-26 13:54:18,29.99
TX100393,CUST1015,Pen Set,Stationery,4.24,2,2026-03-11 08:43:18,8.48
TX100394,CUST1183,Desk Chair,Furniture,149.99,1,2026-03-26 17:44:18,149.99
TX100395,CUST1126,Headphones,Electronics,80.99,3,2026-03-25 02:06:18,242.97
TX100396,CUST1116,Pen Set,Stationery,4.24,2,2026-04-22 04:42:18,8.48
TX100397,CUST1052,Notebook,Stationery,2.69,2,2026-03-28 20:44:18,5.38
TX100398,CUST1041,Coffee Maker,Appliances,42.49,1,2026-03-29 11:06:18,42.49
TX100399,CUST1102,Desk Chair,Furniture,134.99,3,2026-05-16 21:10:18,404.97
TX100400,CUST1160,Running Shoes,Apparel,71.99,1,2026-03-28 20:26:18,71.99
TX100401,CUST1033,Toaster,Appliances,29.99,2,2026-02-24 02:32:18,59.98
TX100402,CUST1198,Coffee Maker,Appliances,42.49,2,2026-04-05 01:08:18,84.98
TX100403,CUST1078,Headphones,Electronics,76.49,1,2026-02-27 23:03:18,76.49
TX100404,CUST1030,Notebook,Stationery,2.99,3,2026-05-16 15:31:18,8.97
TX100405,CUST1123,Smartphone,Electronics,699.99,2,2026-04-20 05:27:18,1399.98
TX100406,CUST1077,Desk Chair,Furniture,149.99,2,2026-04-03 06:26:18,299.98
TX100407,CUST1069,Desk Chair,Furniture,127.49,1,2026-04-14 03:01:18,127.49
TX100408,CUST1119,Backpack,Accessories,35.99,1,2026-05-20 21:06:18,35.99
TX100409,CUST1026,Running Shoes,Apparel,71.99,3,2026-04-16 11:57:18,215.97
TX100410,CUST1082,Coffee Maker,Appliances,42.49,2,2026-02-21 15:34:18,84.98
TX100411,CUST1095,Smartphone,Electronics,594.99,1,2026-04-29 16:22:18,594.99
TX100412,CUST1171,Headphones,Electronics,76.49,3,2026-03-23 12:15:18,229.47
TX100413,CUST1003,Laptop,Electronics,999.99,2,2026-03-11 07:58:18,1999.98
TX100414,CUST1123,Smartphone,Electronics,629.99,2,2026-04-29 03:59:18,1259.98
TX100415,CUST1186,Toaster,Appliances,29.99,3,2026-03-25 05:05:18,89.97
TX100416,CUST1022,Toaster,Appliances,29.99,2,2026-03-13 07:57:18,59.98
TX100417,CUST1194,Laptop,Electronics,849.99,3,2026-04-03 21:39:18,2549.97
TX100418,CUST1125,Running Shoes,Apparel,67.99,2,2026-05-07 19:17:18,135.98
TX100419,CUST1015,Coffee Maker,Appliances,49.99,2,2026-04-23 17:24:18,99.98
TX100420,CUST1095,Notebook,Stationery,2.69,1,2026-05-14 04:16:18,2.69
TX100421,CUST1076,Backpack,Accessories,35.99,1,2026-04-27 05:07:18,35.99
TX100422,CUST1018,Smartphone,Electronics,629.99,2,2026-04-15 11:33:18,1259.98
TX100423,CUST1114,Headphones,Electronics,80.99,3,2026-05-15 02:31:18,242.97
TX100424,CUST1104,Desk Chair,Furniture,134.99,3,2026-03-15 00:20:18,404.97
TX100425,CUST1085,Smartphone,Electronics,594.99,3,2026-04-21 04:42:18,1784.97
TX100426,CUST1126,Desk Chair,Furniture,149.99,2,2026-05-02 21:09:18,299.98
TX100427,CUST1043,Smartphone,Electronics,594.99,3,2026-05-14 07:28:18,1784.97
TX100428,CUST1106,Backpack,Accessories,33.99,3,2026-03-02 05:54:18,101.97
TX100429,CUST1020,Desk Chair,Furniture,149.99,2,2026-03-10 03:52:18,299.98
TX100430,CUST1174,Laptop,Electronics,999.99,3,2026-05-14 15:55:18,2999.97
TX100431,CUST1026,Coffee Maker,Appliances,44.99,1,2026-04-04 22:48:18,44.99
TX100432,CUST1099,Headphones,Electronics,80.99,3,2026-03-25 19:43:18,242.97
TX100433,CUST1180,Toaster,Appliances,26.99,2,2026-03-23 03:27:18,53.98
TX100434,CUST1165,Smartphone,Electronics,594.99,1,2026-03-05 07:02:18,594.99
TX100435,CUST1058,Desk Chair,Furniture,149.99,2,2026-05-10 19:23:18,299.98
TX100436,CUST1105,Pen Set,Stationery,4.49,3,2026-04-18 09:26:18,13.47
TX100437,CUST1172,Smartphone,Electronics,629.99,1,2026-05-02 07:15:18,629.99
TX100438,CUST1116,Laptop,Electronics,899.99,3,2026-03-08 02:00:18,2699.97
TX100439,CUST1181,Pen Set,Stationery,4.99,1,2026-04-21 16:22:18,4.99
TX100440,CUST1171,Backpack,Accessories,39.99,2,2026-04-05 14:08:18,79.98
TX100441,CUST1102,Pen Set,Stationery,4.99,1,2026-03-19 15:53:18,4.99
TX100442,CUST1186,Backpack,Accessories,33.99,2,2026-04-30 07:15:18,67.98
TX100443,CUST1137,Running Shoes,Apparel,71.99,1,2026-02-25 16:09:18,71.99
TX100444,CUST1165,Desk Chair,Furniture,149.99,3,2026-03-15 03:51:18,449.97
TX100445,CUST1064,Headphones,Electronics,80.99,2,2026-04-14 01:42:18,161.98
TX100446,CUST1041,Smartphone,Electronics,594.99,1,2026-04-13 12:33:18,594.99
TX100447,CUST1027,Notebook,Stationery,2.99,1,2026-03-22 14:45:18,2.99
TX100448,CUST1005,Notebook,Stationery,2.69,1,2026-05-05 00:56:18,2.69
TX100449,CUST1189,Desk Chair,Furniture,134.99,1,2026-03-02 06:46:18,134.99
TX100450,CUST1133,Running Shoes,Apparel,79.99,3,2026-04-23 07:40:18,239.97
TX100451,CUST1140,Pen Set,Stationery,4.99,2,2026-04-30 07:10:18,9.98
TX100452,CUST1007,Running Shoes,Apparel,79.99,3,2026-03-20 10:59:18,239.97
TX100453,CUST1172,Laptop,Electronics,999.99,1,2026-05-01 17:07:18,999.99
TX100454,CUST1022,Desk Chair,Furniture,149.99,2,2026-04-29 11:57:18,299.98
TX100455,CUST1071,Desk Chair,Furniture,127.49,3,2026-05-20 10:23:18,382.47
TX100456,CUST1164,Headphones,Electronics,76.49,1,2026-03-01 06:33:18,76.49
TX100457,CUST1096,Desk Chair,Furniture,149.99,3,2026-03-29 22:10:18,449.97
TX100458,CUST1100,Smartphone,Electronics,594.99,3,2026-03-10 08:40:18,1784.97
TX100459,CUST1190,Laptop,Electronics,849.99,2,2026-03-28 04:59:18,1699.98
TX100460,CUST1039,Pen Set,Stationery,4.49,1,2026-05-19 04:18:18,4.49
TX100461,CUST1178,Notebook,Stationery,2.69,3,2026-04-08 16:22:18,8.07
TX100462,CUST1141,Toaster,Appliances,25.49,1,2026-03-02 16:57:18,25.49
TX100463,CUST1176,Toaster,Appliances,29.99,2,2026-04-06 15:32:18,59.98
TX100464,CUST1146,Laptop,Electronics,999.99,3,2026-04-24 06:52:18,2999.97
TX100465,CUST1013,Toaster,Appliances,26.99,1,2026-03-10 12:29:18,26.99
TX100466,CUST1011,Laptop,Electronics,899.99,2,2026-03-10 08:06:18,1799.98
TX100467,CUST1193,Smartphone,Electronics,629.99,1,2026-02-21 06:33:18,629.99
TX100468,CUST1035,Notebook,Stationery,2.69,2,2026-03-05 13:42:18,5.38
TX100469,CUST1170,Laptop,Electronics,999.99,2,2026-03-27 09:12:18,1999.98
TX100470,CUST1174,Notebook,Stationery,2.99,1,2026-05-13 11:06:18,2.99
TX100471,CUST1118,Backpack,Accessories,39.99,3,2026-03-14 03:58:18,119.97
TX100472,CUST1061,Pen Set,Stationery,4.49,1,2026-03-18 07:09:18,4.49
TX100473,CUST1162,Headphones,Electronics,80.99,2,2026-03-06 11:45:18,161.98
TX100474,CUST1140,Smartphone,Electronics,699.99,1,2026-05-14 05:21:18,699.99
TX100475,CUST1002,Backpack,Accessories,35.99,1,2026-04-13 21:17:18,35.99
TX100476,CUST1196,Laptop,Electronics,999.99,3,2026-03-23 07:46:18,2999.97
TX100477,CUST1149,Running Shoes,Apparel,67.99,1,2026-04-28 08:19:18,67.99
TX100478,CUST1146,Backpack,Accessories,39.99,3,2026-03-24 16:34:18,119.97
TX100479,CUST1131,Backpack,Accessories,39.99,1,2026-05-18 20:58:18,39.99
TX100480,CUST1004,Laptop,Electronics,999.99,2,2026-03-05 00:18:18,1999.98
TX100481,CUST1037,Smartphone,Electronics,594.99,1,2026-03-17 18:20:18,594.99
TX100482,CUST1188,Notebook,Stationery,2.99,3,2026-03-26 13:43:18,8.97
TX100483,CUST1018,Pen Set,Stationery,4.49,2,2026-04-30 22:53:18,8.98
TX100484,CUST1136,Coffee Maker,Appliances,49.99,2,2026-04-14 00:56:18,99.98
TX100485,CUST1113,Smartphone,Electronics,594.99,3,2026-03-21 10:31:18,1784.97
TX100486,CUST1168,Headphones,Electronics,76.49,1,2026-04-07 01:12:18,76.49
TX100487,CUST1079,Running Shoes,Apparel,71.99,2,2026-03-22 18:25:18,143.98
TX100488,CUST1076,Coffee Maker,Appliances,42.49,1,2026-05-02 07:28:18,42.49
TX100489,CUST1168,Desk Chair,Furniture,149.99,2,2026-04-22 09:47:18,299.98
TX100490,CUST1173,Running Shoes,Apparel,79.99,2,2026-04-06 20:57:18,159.98
TX100491,CUST1029,Smartphone,Electronics,699.99,1,2026-02-20 09:40:18,699.99
TX100492,CUST1093,Toaster,Appliances,29.99,1,2026-04-28 21:43:18,29.99
TX100493,CUST1073,Pen Set,Stationery,4.24,1,2026-03-24 07:58:18,4.24
TX100494,CUST1073,Toaster,Appliances,25.49,1,2026-03-20 08:55:18,25.49
TX100495,CUST1104,Smartphone,Electronics,699.99,1,2026-02-25 08:48:18,699.99
TX100496,CUST1132,Backpack,Accessories,39.99,1,2026-05-06 14:44:18,39.99
TX100497,CUST1122,Headphones,Electronics,89.99,2,2026-04-08 05:07:18,179.98
TX100498,CUST1066,Notebook,Stationery,2.69,3,2026-04-22 08:06:18,8.07
TX100499,CUST1117,Smartphone,Electronics,629.99,2,2026-04-14 20:02:18,1259.98
TX100500,CUST1182,Smartphone,Electronics,699.99,2,2026-05-01 02:53:18,1399.98
TX100501,CUST1084,Smartphone,Electronics,594.99,2,2026-02-20 05:33:18,1189.98
TX100502,CUST1137,Backpack,Accessories,39.99,2,2026-05-03 09:35:18,79.98
TX100503,CUST1179,Running Shoes,Apparel,79.99,3,2026-03-06 01:37:18,239.97
TX100504,CUST1019,Backpack,Accessories,39.99,2,2026-02-24 11:06:18,79.98
TX100505,CUST1088,Backpack,Accessories,39.99,1,2026-03-30 20:36:18,39.99
TX100506,CUST1019,Desk Chair,Furniture,134.99,3,2026-05-20 19:14:18,404.97
TX100507,CUST1083,Backpack,Accessories,33.99,3,2026-04-21 22:21:18,101.97
TX100508,CUST1057,Smartphone,Electronics,594.99,2,2026-03-23 22:28:18,1189.98
TX100509,CUST1027,Running Shoes,Apparel,79.99,3,2026-04-26 19:27:18,239.97
TX100510,CUST1117,Coffee Maker,Appliances,42.49,2,2026-03-11 07:54:18,84.98
TX100511,CUST1180,Backpack,Accessories,35.99,1,2026-02-21 21:16:18,35.99
TX100512,CUST1163,Smartphone,Electronics,629.99,3,2026-02-28 13:16:18,1889.97
TX100513,CUST1120,Backpack,Accessories,33.99,3,2026-04-05 10:02:18,101.97
TX100514,CUST1026,Pen Set,Stationery,4.49,1,2026-02-23 10:07:18,4.49
TX100515,CUST1043,Laptop,Electronics,899.99,2,2026-04-02 22:22:18,1799.98
TX100516,CUST1197,Backpack,Accessories,35.99,2,2026-03-17 06:49:18,71.98
TX100517,CUST1182,Laptop,Electronics,849.99,1,2026-04-23 23:54:18,849.99
TX100518,CUST1153,Toaster,Appliances,29.99,1,2026-04-03 15:41:18,29.99
TX100519,CUST1183,Notebook,Stationery,2.69,2,2026-04-23 04:46:18,5.38
TX100520,CUST1160,Desk Chair,Furniture,127.49,3,2026-04-14 06:32:18,382.47
TX100521,CUST1116,Running Shoes,Apparel,79.99,2,2026-04-02 02:49:18,159.98
TX100522,CUST1129,Notebook,Stationery,2.69,3,2026-03-03 13:01:18,8.07
TX100523,CUST1105,Notebook,Stationery,2.69,1,2026-04-29 00:10:18,2.69
TX100524,CUST1012,Pen Set,Stationery,4.24,1,2026-03-14 09:08:18,4.24
TX100525,CUST1140,Laptop,Electronics,849.99,1,2026-05-09 13:13:18,849.99
TX100526,CUST1087,Running Shoes,Apparel,79.99,1,2026-04-15 15:58:18,79.99
TX100527,CUST1192,Notebook,Stationery,2.54,2,2026-05-10 03:26:18,5.08
TX100528,CUST1105,Running Shoes,Apparel,71.99,2,2026-04-28 22:25:18,143.98
TX100529,CUST1102,Desk Chair,Furniture,134.99,2,2026-03-08 21:43:18,269.98
TX100530,CUST1113,Coffee Maker,Appliances,42.49,2,2026-02-22 22:20:18,84.98
TX100531,CUST1130,Notebook,Stationery,2.99,3,2026-05-08 17:35:18,8.97
TX100532,CUST1067,Running Shoes,Apparel,79.99,3,2026-05-15 12:30:18,239.97
TX100533,CUST1153,Desk Chair,Furniture,149.99,1,2026-04-14 23:47:18,149.99
TX100534,CUST1122,Notebook,Stationery,2.69,1,2026-03-05 23:49:18,2.69
TX100535,CUST1186,Backpack,Accessories,35.99,3,2026-03-26 19:30:18,107.97
TX100536,CUST1084,Laptop,Electronics,849.99,2,2026-02-20 16:15:18,1699.98
TX100537,CUST1018,Backpack,Accessories,39.99,1,2026-04-09 18:21:18,39.99
TX100538,CUST1095,Desk Chair,Furniture,127.49,1,2026-03-15 05:06:18,127.49
TX100539,CUST1158,Pen Set,Stationery,4.49,1,2026-02-24 23:09:18,4.49
TX100540,CUST1033,Desk Chair,Furniture,134.99,3,2026-03-16 19:31:18,404.97
TX100541,CUST1166,Coffee Maker,Appliances,49.99,3,2026-03-15 15:47:18,149.97
TX100542,CUST1178,Laptop,Electronics,899.99,2,2026-05-09 16:52:18,1799.98
TX100543,CUST1067,Laptop,Electronics,899.99,1,2026-05-16 01:29:18,899.99
TX100544,CUST1144,Toaster,Appliances,29.99,3,2026-03-11 06:04:18,89.97
TX100545,CUST1071,Coffee Maker,Appliances,42.49,1,2026-03-12 00:53:18,42.49
TX100546,CUST1134,Coffee Maker,Appliances,44.99,2,2026-04-24 19:55:18,89.98
TX100547,CUST1178,Running Shoes,Apparel,71.99,3,2026-05-20 02:44:18,215.97
TX100548,CUST1122,Toaster,Appliances,25.49,2,2026-03-28 14:22:18,50.98
TX100549,CUST1049,Smartphone,Electronics,699.99,3,2026-03-26 00:05:18,2099.97
TX100550,CUST1075,Desk Chair,Furniture,149.99,3,2026-02-25 19:44:18,449.97
TX100551,CUST1146,Smartphone,Electronics,629.99,3,2026-03-27 19:01:18,1889.97
TX100552,CUST1191,Pen Set,Stationery,4.24,3,2026-04-03 02:50:18,12.72
TX100553,CUST1049,Backpack,Accessories,35.99,2,2026-04-25 21:43:18,71.98
TX100554,CUST1014,Laptop,Electronics,849.99,3,2026-03-25 04:22:18,2549.97
TX100555,CUST1073,Coffee Maker,Appliances,44.99,1,2026-04-04 02:07:18,44.99
TX100556,CUST1139,Pen Set,Stationery,4.49,2,2026-03-17 14:33:18,8.98
TX100557,CUST1163,Smartphone,Electronics,594.99,3,2026-05-19 09:21:18,1784.97
TX100558,CUST1056,Toaster,Appliances,25.49,1,2026-03-17 09:54:18,25.49
TX100559,CUST1033,Pen Set,Stationery,4.99,3,2026-03-16 03:29:18,14.97
TX100560,CUST1168,Running Shoes,Apparel,71.99,1,2026-03-14 06:09:18,71.99
TX100561,CUST1158,Backpack,Accessories,35.99,2,2026-04-30 17:45:18,71.98
TX100562,CUST1200,Headphones,Electronics,80.99,2,2026-03-25 09:27:18,161.98
TX100563,CUST1141,Coffee Maker,Appliances,42.49,2,2026-05-12 09:43:18,84.98
TX100564,CUST1072,Desk Chair,Furniture,134.99,2,2026-04-26 15:06:18,269.98
TX100565,CUST1148,Notebook,Stationery,2.54,3,2026-04-15 00:43:18,7.62
TX100566,CUST1193,Desk Chair,Furniture,134.99,3,2026-05-06 18:44:18,404.97
TX100567,CUST1168,Laptop,Electronics,849.99,3,2026-04-09 12:37:18,2549.97
TX100568,CUST1185,Laptop,Electronics,849.99,1,2026-03-27 02:42:18,849.99
TX100569,CUST1159,Headphones,Electronics,76.49,2,2026-04-18 13:49:18,152.98
TX100570,CUST1076,Laptop,Electronics,849.99,2,2026-05-01 23:18:18,1699.98
TX100571,CUST1107,Notebook,Stationery,2.99,3,2026-05-03 18:05:18,8.97
TX100572,CUST1128,Laptop,Electronics,849.99,2,2026-03-28 20:08:18,1699.98
TX100573,CUST1129,Laptop,Electronics,899.99,1,2026-03-28 09:06:18,899.99
TX100574,CUST1185,Desk Chair,Furniture,127.49,1,2026-04-21 14:52:18,127.49
TX100575,CUST1166,Backpack,Accessories,33.99,1,2026-04-12 01:37:18,33.99
TX100576,CUST1039,Notebook,Stationery,2.69,1,2026-04-21 12:00:18,2.69
TX100577,CUST1188,Smartphone,Electronics,699.99,1,2026-02-19 17:46:18,699.99
TX100578,CUST1185,Notebook,Stationery,2.54,3,2026-03-30 21:34:18,7.62
TX100579,CUST1065,Notebook,Stationery,2.54,3,2026-04-30 22:21:18,7.62
TX100580,CUST1049,Laptop,Electronics,999.99,1,2026-04-21 17:23:18,999.99
TX100581,CUST1088,Coffee Maker,Appliances,42.49,3,2026-03-02 14:39:18,127.47
TX100582,CUST1041,Desk Chair,Furniture,127.49,2,2026-03-09 11:19:18,254.98
TX100583,CUST1039,Desk Chair,Furniture,134.99,2,2026-04-29 14:28:18,269.98
TX100584,CUST1067,Pen Set,Stationery,4.99,3,2026-05-12 20:32:18,14.97
TX100585,CUST1196,Desk Chair,Furniture,127.49,2,2026-05-07 22:40:18,254.98
TX100586,CUST1106,Laptop,Electronics,899.99,3,2026-04-30 01:06:18,2699.97
TX100587,CUST1116,Desk Chair,Furniture,127.49,1,2026-03-09 05:01:18,127.49
TX100588,CUST1067,Desk Chair,Furniture,134.99,2,2026-04-23 14:39:18,269.98
TX100589,CUST1034,Toaster,Appliances,26.99,1,2026-04-24 14:04:18,26.99
TX100590,CUST1117,Pen Set,Stationery,4.49,2,2026-05-20 19:07:18,8.98
TX100591,CUST1011,Desk Chair,Furniture,127.49,3,2026-04-22 13:19:18,382.47
TX100592,CUST1062,Running Shoes,Apparel,71.99,2,2026-03-07 16:40:18,143.98
TX100593,CUST1082,Coffee Maker,Appliances,44.99,1,2026-04-05 19:55:18,44.99
TX100594,CUST1146,Running Shoes,Apparel,67.99,1,2026-05-20 10:00:18,67.99
TX100595,CUST1158,Smartphone,Electronics,699.99,1,2026-05-06 22:52:18,699.99
TX100596,CUST1093,Toaster,Appliances,29.99,1,2026-03-09 21:13:18,29.99
TX100597,CUST1099,Notebook,Stationery,2.99,2,2026-05-06 18:45:18,5.98
TX100598,CUST1179,Coffee Maker,Appliances,44.99,3,2026-04-08 05:28:18,134.97
TX100599,CUST1138,Coffee Maker,Appliances,49.99,3,2026-03-07 12:46:18,149.97
TX100600,CUST1128,Running Shoes,Apparel,71.99,1,2026-02-28 04:56:18,71.99
TX100601,CUST1195,Pen Set,Stationery,4.99,2,2026-05-14 18:53:18,9.98
TX100602,CUST1176,Desk Chair,Furniture,134.99,1,2026-05-11 04:39:18,134.99
TX100603,CUST1089,Toaster,Appliances,29.99,2,2026-05-04 20:16:18,59.98
TX100604,CUST1028,Pen Set,Stationery,4.99,2,2026-04-22 08:49:18,9.98
TX100605,CUST1102,Notebook,Stationery,2.54,1,2026-03-02 14:48:18,2.54
TX100606,CUST1059,Toaster,Appliances,25.49,2,2026-02-20 10:10:18,50.98
TX100607,CUST1173,Smartphone,Electronics,629.99,3,2026-02-24 16:37:18,1889.97
TX100608,CUST1078,Pen Set,Stationery,4.99,1,2026-03-03 09:00:18,4.99
TX100609,CUST1170,Notebook,Stationery,2.99,2,2026-03-16 22:56:18,5.98
TX100610,CUST1157,Notebook,Stationery,2.99,2,2026-03-13 12:45:18,5.98
TX100611,CUST1051,Backpack,Accessories,33.99,2,2026-04-10 23:20:18,67.98
TX100612,CUST1192,Laptop,Electronics,849.99,3,2026-02-25 03:21:18,2549.97
TX100613,CUST1053,Backpack,Accessories,39.99,3,2026-04-15 13:19:18,119.97
TX100614,CUST1175,Laptop,Electronics,899.99,1,2026-04-23 00:51:18,899.99
TX100615,CUST1079,Laptop,Electronics,899.99,3,2026-04-20 23:30:18,2699.97
TX100616,CUST1033,Notebook,Stationery,2.54,1,2026-03-05 02:40:18,2.54
TX100617,CUST1120,Desk Chair,Furniture,127.49,1,2026-03-27 01:43:18,127.49
TX100618,CUST1160,Smartphone,Electronics,594.99,1,2026-03-28 00:01:18,594.99
